
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
198301  -1.54   1.45  -2.12  -1.94   0.02   0.96  -2.28   1.34  -2.54   2.23
198302   2.75   6.35   1.41   2.28   2.19   5.05   2.22   5.30   1.29   3.47
198303   3.25   2.37   2.18   5.32   2.06   2.23   3.02   1.85   3.29   5.63
198304   6.52   4.88   6.69   7.10   6.14   5.59   6.66   6.47   6.80   3.54
198305   0.35  -0.19   2.58  -0.73   1.67  -1.29   1.78  -1.05   1.88   0.25
198306   2.13   1.07   1.78   3.66   1.10   2.77   0.69   1.93   2.54   5.27
198307   0.68   0.61   1.22  -0.13   1.88  -0.35   0.41  -1.11   2.38  -0.07
198308  -1.39   0.45  -1.59  -0.72  -0.89  -0.31  -0.19   0.77  -2.35  -2.08
198309   3.70   2.88   2.14   4.98   1.87   5.29   1.10   4.01   3.34   6.02
198310  -0.15   0.70  -1.32   0.67  -1.70   0.75  -1.04   0.14  -0.66   1.00
198311   2.18   2.11   2.52   2.58   1.90   1.65   1.86   1.41   2.53   3.64
198312   4.39   5.94   3.12   4.91   2.95   5.82   2.29   5.61   2.81   0.34
198401   2.48   4.88   1.90   5.15   1.41   5.05   1.17   4.37   1.17   5.71
198402  -0.46   0.11  -0.15   0.15  -0.42  -0.26  -0.04   0.42  -0.64  -3.83
198403   6.00   5.19   5.81   5.02   7.31   5.50   7.08   4.84   5.67   3.44
198404  -1.92  -2.33  -3.61  -1.32  -2.26  -1.85  -2.64  -0.82  -3.95  -0.64
198405 -10.20  -8.44 -11.24  -8.46 -10.30  -9.05  -9.91  -8.47 -11.89 -10.39
198406  -0.62  -1.55   0.41  -0.65  -0.10  -1.62  -0.45  -1.57   0.17   1.53
198407  -5.85  -5.56  -6.12  -5.56  -6.26  -5.53  -5.94  -5.15  -6.22  -8.59
198408  10.49   8.93  11.84   9.41  10.59   9.64  11.59   8.64  11.88  11.13
198409  -0.26  -3.20   0.89  -1.67  -0.32  -1.64   0.02  -2.39   0.88   2.49
198410   0.35   1.07   0.96   0.39   1.47   0.12   1.61   0.92   0.30   1.11
198411  -1.45   0.89  -2.93  -0.20  -1.65  -0.14  -1.57   1.04  -3.16  -1.01
198412   1.95   6.01  -0.55   5.50   0.32   4.67   0.20   5.74   0.21  -0.73
198501   2.45   2.98   2.87   3.73   2.89   1.44   2.77  -0.04   3.96   0.71
198502  -2.58  -1.94  -3.77  -1.48  -3.48  -1.79  -3.75  -2.52  -3.47  -5.78
198503   5.81   6.03   5.97   3.87   7.16   6.45   6.29   8.65   4.49  11.99
198504   0.24   0.54   0.14   0.35  -0.43  -0.40  -0.01  -0.28   0.51   3.35
198505   3.47   3.75   3.03   2.02   4.18   4.90   2.21   7.91  -0.14   7.81
198506   0.40   2.75  -2.01   2.49  -1.47   2.51  -1.07   2.09  -0.98   4.95
198507   4.53   6.05   4.81   3.11   5.39   5.36   5.08   6.84   3.16   3.01
198508   3.85   4.83   2.98   3.27   3.04   4.57   3.94   6.04   2.00   7.97
198509   5.91   7.98   2.95   4.88   3.93   9.02   4.00  12.47   2.69   1.45
198510   6.63   3.25  10.87   6.80   7.94   2.95   8.06   0.45  12.51  10.60
198511   4.94   4.27   6.38   4.03   6.24   3.97   4.75   2.76   6.27   1.54
198512   4.36   4.06   2.92   4.20   2.76   6.56   3.75   5.56   3.60   8.10
198601   3.09   3.45   3.65   3.48   4.13   2.88   4.35   2.16   4.26   5.48
198602   8.72   7.64   8.83   5.11   9.65   8.41   9.09  12.72   7.24  10.53
198603  11.76  11.68  12.46   9.94  12.99  11.85  12.27  12.72  12.02  14.66
198604   7.48   8.94   6.97  13.08   4.43   8.41   6.55   4.66   8.14   7.76
198605  -3.49  -4.23  -2.38  -5.03  -2.01  -5.44  -1.01  -3.17  -2.45   1.72
198606   4.67   3.83   4.91   2.33   4.54   4.67   4.57   6.52   3.44   7.11
198607   5.18   0.31   6.61  -3.13   8.50   7.97   4.51  15.47   2.96  11.90
198608   9.09  12.11   8.19  13.29   7.63  10.87   5.95   8.47   5.91  -1.26
198609   2.28   1.59   3.19   2.30   3.02   6.03  -1.02   5.66   1.58 -10.61
198610  -5.32  -3.55  -6.47  -2.25  -6.54  -5.87  -5.84  -7.95  -4.01  -4.77
198611   3.91   2.71   4.81   1.64   5.35   2.07   5.98   3.80   3.86   8.93
198612   5.32   6.13   4.89   5.90   5.36   6.10   6.29   5.91   6.83   1.22
198701   4.34   2.43   5.43   1.88   5.77   4.89   5.06   6.89   3.60   7.15
198702   3.08   2.11   4.76   1.72   6.32   2.32   4.99   3.11   4.52   6.28
198703   4.33   3.31   4.30   2.52   5.77   3.86   6.89   5.73   2.33   8.14
198704   6.78   7.82   5.26   7.56   5.55   8.98   5.79   8.62   5.44  23.98
198705   1.87   5.97   0.09   2.69   3.20  -0.07   2.66  -1.98   4.04   3.99
198706   0.08   8.43  -4.16   4.58  -0.86   2.78  -2.82   0.44   1.13  -8.03
198707   1.76   4.81   0.48   3.50   1.48   1.17   1.72  -1.06   2.00   1.37
198708   4.62   1.90   6.83   2.65   5.62   4.64   5.27   6.73   4.33   9.41
198709   1.80   7.85  -1.37   4.49  -0.62   4.49  -1.74   1.55   0.74  10.82
198710 -15.95 -20.10 -14.00 -16.96 -16.45 -15.60 -16.63 -11.68 -19.25 -16.67
198711   1.05   2.58  -0.02   1.87   1.53   0.95   1.79   0.03   1.65   0.13
198712   5.48   7.72   3.73   6.99   5.08   4.58   4.80   3.89   7.20   0.52
198801  -0.85  -1.81  -1.38  -1.78  -1.28  -0.72  -1.10  -1.49  -1.30   2.53
198802   5.89   7.52   5.03   7.68   4.12   8.66   4.38   8.82   4.62   8.65
198803   5.62   8.95   4.54   7.58   5.26   6.37   5.17   5.72   4.78   4.04
198804   2.79   3.16   2.60   2.60   2.76   3.06   2.10   3.40   2.14   0.28
198805  -3.48  -3.73  -3.47  -4.23  -3.34  -3.00  -3.29  -2.73  -3.60   2.47
198806  -2.68  -0.04  -4.13   0.02  -3.93   1.20  -4.67   0.34  -3.93  -1.21
198807   3.88  11.92   0.99   9.70   1.79   8.40   1.31   5.91   0.98  -2.78
198808  -7.01  -9.21  -5.96  -9.40  -5.96  -8.96  -5.40  -8.24  -5.77  -7.55
198809   1.89   2.30   0.53   2.43  -0.05   4.41   0.28   4.42  -0.67   4.14
198810   3.23   3.66   2.19   4.89   0.68   6.15   1.44   7.64   0.13   6.90
198811   5.65   6.15   4.47   6.47   4.58   6.02   4.13   6.26   3.94   3.75
198812   0.52   3.41  -1.18   5.03  -1.61   3.04  -1.82   3.46  -1.83  -0.18
198901   1.32   1.88   0.49   1.56   0.58   2.48   1.43   3.70  -0.98   0.60
198902  -0.77  -0.43  -1.63  -0.16  -1.35  -1.04   1.36  -0.29  -1.94   0.51
198903  -2.74  -1.15  -3.65  -2.26  -3.22  -4.80  -0.12  -2.72  -2.68   2.08
198904   1.88   2.01   1.24   1.70   2.05   2.32   1.43   3.02   1.32   7.71
198905  -4.18  -0.21  -6.22   0.02  -6.60  -1.22  -5.76  -2.13  -5.97  -4.08
198906  -1.47  -1.54  -0.75  -1.50  -0.80  -1.69  -2.12  -1.94  -0.33   5.08
198907  12.06   9.01  13.53   9.95  12.99  10.70  12.48  12.05  12.92   6.81
198908  -5.44  -3.43  -6.15  -3.13  -6.84  -5.39  -5.01  -6.36  -5.50   1.02
198909   4.43   4.57   4.11   3.72   4.60   4.12   5.85   5.29   4.05   6.48
198910  -4.47  -3.76  -5.05  -4.43  -4.78  -3.69  -2.36  -3.53  -4.96  -7.96
198911   4.25   1.86   4.92   2.34   5.26   4.28   4.09   4.90   3.95   5.78
198912   3.72   3.90   3.15   3.05   2.96   3.32   2.69   3.82   3.27   8.10
199001  -3.12  -0.70  -4.74  -1.49  -4.46  -2.54  -4.32  -2.70  -3.65  -5.27
199002  -5.84  -5.27  -6.01  -5.58  -6.18  -5.44  -6.21  -5.59  -6.08  -7.16
199003  -8.15  -4.24 -10.22  -3.94 -10.19  -6.91 -11.48  -7.59  -8.90 -12.56
199004  -0.91  -1.34  -1.46  -0.23  -1.77  -1.43  -0.41  -0.33  -2.00   0.66
199005  10.49   8.46  12.16   8.06  12.96   9.01  13.34  10.27  10.76  13.01
199006   0.12   2.12  -0.75   1.61  -0.99   0.00  -0.40  -0.17   0.81  -8.55
199007   2.21   1.25   2.48   0.92   2.33   0.71   2.69   1.49   3.32   1.72
199008 -10.27  -9.89 -10.83 -10.32 -11.13  -9.68 -10.65  -8.57 -11.17 -16.93
199009 -12.83 -12.43 -13.10 -13.50 -13.28 -12.78 -13.23 -12.73 -13.48 -19.52
199010  16.04  10.57  20.97  10.69  21.85  14.09  18.05  11.81  21.35  25.92
199011  -7.04  -6.21  -8.66  -6.02  -8.98  -6.20  -7.94  -6.04  -8.65 -10.94
199012   1.03  -0.10   2.16   0.29   2.28   1.53   0.43   1.51   0.87  -0.65
199101   2.50   3.35   1.59   3.54   1.04   3.23   2.00   3.35   1.54   5.68
199102  10.77  13.28   9.34  14.07   9.55  11.45  10.92  11.35   8.68  17.34
199103  -5.50  -5.66  -4.94  -5.31  -5.23  -5.44  -5.73  -5.73  -4.31  -8.42
199104   0.96   1.12   0.03   0.69   0.02   0.45   1.06   0.97   0.62  -3.00
199105  -0.97  -1.70  -1.41  -2.00  -1.09  -0.93  -1.23  -0.31  -2.13   0.98
199106  -5.55  -4.97  -6.04  -4.23  -6.11  -5.34  -6.68  -5.29  -5.42  -7.18
199107   4.93   5.10   4.46   4.61   4.27   4.63   4.63   4.85   4.29   6.24
199108  -2.48  -2.61  -1.99  -2.49  -2.17  -1.88  -3.57  -1.81  -2.34   0.35
199109   5.51   5.19   5.24   4.77   5.43   3.95   8.52   5.89   4.74   9.09
199110   1.06   0.58   2.45  -0.55   2.38   0.43   2.05  -0.07   2.61  -3.76
199111  -4.65  -6.29  -4.00  -6.38  -3.61  -4.17  -5.49  -4.23  -3.91  -8.48
199112   5.38   5.15   5.53   4.89   5.56   4.36   6.25   5.31   5.18   3.27
199201  -1.60   0.61  -2.75   0.44  -2.52  -0.86  -2.00  -1.31  -2.08   3.93
199202  -2.23  -2.75  -1.85  -2.20  -1.67  -2.01  -1.85  -2.60  -1.10   1.21
199203  -5.53  -4.51  -6.28  -4.78  -6.60  -5.42  -6.07  -4.93  -6.31  -5.72
199204   2.62   6.18   0.50   5.42   0.85   4.35  -0.45   3.63   0.54  -1.09
199205   5.74   5.16   5.78   5.93   5.92   5.73   6.11   5.81   6.68   1.26
199206  -3.37  -3.33  -3.19  -2.82  -3.81  -3.60  -3.96  -4.47  -3.08  -1.26
199207  -3.16  -5.16  -2.34  -4.42  -2.00  -3.09  -3.20  -3.51  -2.82  -9.84
199208   4.20   2.32   4.71   3.20   4.64   2.92   6.31   4.14   4.57   5.69
199209  -3.24  -4.07  -2.47  -4.60  -2.54  -4.51  -2.76  -3.99  -3.57  -2.91
199210  -5.53  -4.72  -5.63  -4.96  -6.19  -5.79  -5.43  -5.68  -5.20 -17.03
199211   0.76   0.66   0.36   0.80  -0.48   0.20   1.04   0.25   0.92  -1.17
199212   0.77   1.69   0.38   1.16   0.69   1.67  -0.73   1.32  -0.56  -2.90
199301  -0.31   1.07  -0.70   0.99  -0.87   1.34  -1.29   1.46  -1.12   4.92
199302   2.72   2.57   2.22   3.09   3.38   4.16   1.46   3.46   1.98  -2.76
199303  10.87  12.17   8.44  10.26  13.10  14.01   7.61  11.87   6.18  11.38
199304   8.51   9.44   7.47   8.82   8.97   8.89   7.44   9.73   7.70  12.00
199305   0.96   0.07   1.23   0.38   1.78   0.91   1.49   0.96   1.87   3.16
199306  -3.94  -3.62  -3.52  -4.17  -4.58  -4.01  -4.13  -3.24  -3.55  -4.80
199307   4.19   5.93   3.12   5.24   3.94   5.76   3.29   5.14   2.97   7.44
199308   5.34   5.25   5.09   5.80   5.40   4.85   5.48   4.06   5.96   7.12
199309  -2.33  -1.67  -1.27  -1.05  -3.59  -2.98  -0.71  -3.11   0.00  -5.13
199310   2.31   2.74   1.66   3.04   2.06   3.44   0.93   2.35   1.16  -4.88
199311  -6.88  -6.55  -6.23  -6.42  -7.99  -6.66  -7.19  -6.23  -6.24  -9.32
199312   6.66   9.07   4.29   7.45   6.57   8.17   5.36   6.28   5.76   3.93
199401  10.04  11.35  10.26   9.50  13.02  11.59   9.42   9.75  11.72  12.46
199402  -0.45   1.08  -1.19  -0.84  -0.04   0.12  -1.12  -0.60  -0.32  -5.03
199403  -2.69  -2.04  -3.19  -2.65  -2.54  -2.37  -2.41  -2.34  -2.75  -3.42
199404   3.46   4.51   2.48   2.21   4.05   3.25   3.24   4.08   2.32   4.33
199405  -1.14   0.43  -2.32  -0.87  -1.77  -1.22  -1.49  -0.70  -2.41   0.07
199406   2.17   2.25   2.15   2.51   1.77   2.07   1.99   2.19   2.08  -0.28
199407   0.77  -0.22   0.71   1.95   0.51   0.75   1.31   0.54   0.95   2.58
199408   3.18   3.08   3.76   2.76   3.86   3.60   2.61   2.35   3.93   5.20
199409  -2.94  -2.95  -2.23  -3.20  -3.02  -2.95  -1.94  -2.44  -2.26  -5.76
199410   3.66   4.37   3.16   2.66   4.35   3.93   2.51   3.11   3.81   0.85
199411  -5.29  -5.45  -5.11  -5.27  -6.06  -5.99  -4.20  -5.26  -5.47  -4.24
199412   0.95   0.77   1.06   1.25   1.07   1.43   0.36   0.67   1.23  -8.79
199501  -4.35  -3.03  -4.98  -2.63  -5.57  -4.58  -3.67  -3.01  -5.88  -6.16
199502   0.16   0.16   0.00   0.53  -0.83   1.10  -0.48   0.64  -0.08  -1.02
199503   6.78   5.51   8.41   5.81   7.29   6.92   5.98   6.54   8.25  -6.41
199504   3.45   2.87   3.96   3.72   4.08   3.41   4.07   3.22   3.74   5.69
199505  -1.13  -0.67  -1.23  -0.22  -1.64  -1.04  -1.12  -0.66  -0.99  -6.18
199506   0.17  -0.43   0.86   0.10   0.07   0.22   0.33  -0.53   0.66  -4.83
199507   4.85   5.98   4.15   4.89   5.85   4.69   5.21   3.41   5.54   8.11
199508  -2.16  -3.71  -1.29  -2.50  -0.83  -2.06  -1.87  -2.86  -1.11   5.17
199509   0.83  -0.21   0.95   1.35   0.13   0.77   0.64   0.92   0.67  -2.40
199510  -1.24  -1.94  -1.10  -1.32  -1.88  -2.51  -1.41  -1.00  -2.26  -7.37
199511   0.91   1.59   0.75   0.11   1.48   0.20   1.41   0.44   0.53   2.83
199512   3.36   4.22   2.84   3.47   2.78   3.12   2.73   3.61   2.73   5.58
199601   0.97   2.47   0.40   2.32   0.61   1.52   0.69   1.88   0.42   1.10
199602   1.32   2.13   1.41   1.70   1.20   1.93   1.45   1.26   1.65   2.96
199603   1.80   1.37   1.15   0.67   2.09  -0.36   2.88   0.95   2.01   0.52
199604   3.27   3.31   3.14   3.23   2.84   4.01   3.02   3.68   2.90   4.67
199605  -0.77  -1.22  -0.51  -1.40  -0.55  -2.14  -0.65  -1.71  -0.72  -0.75
199606   0.91   0.57   1.17   0.05   0.23   0.06   0.52  -0.10   1.17  -0.40
199607  -3.21  -3.70  -3.17  -2.73  -3.56  -3.31  -3.00  -3.12  -3.45  -3.97
199608   0.07   1.12   0.20  -0.22   0.58   0.65  -0.30  -0.39   0.85  -1.37
199609   3.38   2.81   3.55   2.91   2.82   2.83   3.62   2.69   2.91  -0.10
199610  -1.14  -1.68  -1.30  -1.65  -0.76  -1.59  -1.56  -1.04  -0.90  -2.50
199611   4.80   6.26   4.45   5.45   3.68   5.68   2.95   4.06   4.43   2.36
199612   0.51   1.24   0.36   1.13  -0.43   1.79  -1.75   0.57   0.44  -5.21
199701  -2.54  -1.84  -2.80  -1.76  -2.96  -1.18  -3.09  -3.01  -2.49  -2.40
199702   0.76   1.35   0.80   2.60   0.43   1.36   0.79   1.36   1.44   0.87
199703   0.84   0.43   0.66   0.82  -0.51   1.37   0.42   0.56   0.69   0.27
199704   1.13  -0.17   1.79   1.34   0.45   1.32   1.61  -0.49   2.11   0.37
199705   6.66   6.65   6.86   4.86   8.57   6.32   7.10   5.66   6.90   7.96
199706   4.89   4.37   4.95   3.81   5.21   6.61   4.88   3.82   5.13   4.74
199707   2.17   0.38   3.18   2.17   1.81   1.25   2.07   0.13   3.57  -3.32
199708  -7.30  -4.74  -7.55  -4.89  -7.75  -5.87  -7.69  -5.25  -7.93  -6.98
199709   5.77   3.31   7.04   4.63   4.25   3.26   6.89   2.43   7.36  -1.79
199710  -6.33  -6.14  -6.82  -6.47  -6.05  -6.08  -6.02  -4.70  -7.38  -5.60
199711  -1.10  -1.73  -0.06  -0.98  -0.67  -1.52   0.18  -1.73   0.19  -8.48
199712  -0.04  -1.65   0.87  -1.53   0.76  -1.64   1.08  -2.10   1.01  -7.37
199801   3.87   6.36   3.74   4.45   3.27   6.36   3.51   6.59   3.84  11.06
199802   5.31   7.29   5.28   5.98   5.93   6.73   5.24   6.91   5.97   7.33
199803   3.83   5.92   2.65   5.87   2.32   5.69   3.50   4.58   3.39   2.67
199804   0.65   0.88   1.33  -0.27   1.61   0.52   1.28  -0.33   1.10  -0.88
199805   0.68   1.01   1.26   0.34   0.39   1.32   0.75   0.63   0.57   1.59
199806   0.12  -1.79   0.87  -0.96   1.05  -0.58   1.02  -1.24   1.29  -6.00
199807  -0.19  -1.72   0.72  -1.68   0.48   1.27   0.05  -1.25   1.18  -2.89
199808 -10.97 -13.36  -9.40 -13.33  -9.76 -13.40  -9.87 -12.48 -10.02 -17.72
199809   0.17   0.47  -1.04  -0.64  -0.55  -1.33  -0.48  -2.44  -1.53  -7.44
199810   7.75   8.14   8.84   7.25   7.94   7.56   9.13  10.54   8.42  15.04
199811   3.94   3.06   3.83   3.36   4.01   3.57   4.01   3.05   4.97   5.75
199812   4.07   2.18   6.07   0.67   6.22   3.77   6.02   2.34   5.82   0.75
199901   0.09  -1.91   0.75  -1.95   1.57  -1.68  -0.05  -3.07   0.22   9.11
199902  -2.17  -0.20  -2.66   0.94  -2.61   0.95  -3.36   0.08  -3.14  -8.44
199903   3.70   6.36   1.91   5.33   3.12   6.49   1.61   6.61   2.12   2.70
199904   3.97  10.83   1.69   9.84   2.99  11.48   1.94  10.35   1.44   8.28
199905  -3.13  -4.38  -2.76  -3.08  -2.71  -4.52  -1.81  -4.27  -2.55  -3.28
199906   4.42   7.01   4.22   5.64   4.45   6.55   3.60   4.22   4.58   7.61
199907   3.71   4.97   2.78   6.19   3.09   6.95   3.03   5.13   2.51   4.61
199908   0.19   0.39   0.13   1.05   0.19  -0.91   1.75   0.73  -0.07   1.10
199909   0.82  -0.23   2.24  -1.30   1.89   0.73   2.13  -1.38   2.28   3.31
199910   3.53  -1.69   5.22  -1.60   5.68   1.19   3.71  -1.64   5.10  -0.31
199911   6.33  -1.19   7.91   1.20  10.55   2.69   8.32  -2.03   8.25   8.32
199912  10.86   6.04  10.70  12.27   9.14   8.54  10.06   4.96  12.69   2.64
200001  -6.41  -4.10  -6.39  -3.94  -6.43  -5.36  -6.24  -4.49  -5.88   3.19
200002   4.23  -6.68   7.50  -1.19   7.90  -4.58   7.78  -4.18   7.08   4.88
200003   3.30   7.47   1.29   4.58   0.42   6.67   1.27   5.31   1.87  -1.36
200004  -5.43  -1.80  -6.87  -2.73  -6.63  -2.05  -6.43  -3.09  -6.93  -6.27
200005  -4.61   3.10  -7.16  -0.10  -7.35  -0.40  -6.67   2.59  -7.09  -4.85
200006   3.78   5.16   3.26   4.74   3.36   5.05   3.45   6.49   3.28  15.52
200007  -3.96  -2.76  -4.45  -1.58  -4.57  -1.41  -4.45  -2.86  -4.54  -4.21
200008   0.94   0.33   1.08  -1.60   2.26  -1.31   2.42   0.26   1.08   2.15
200009  -5.44  -2.60  -6.83  -1.97  -6.08  -1.14  -6.43  -1.84  -6.73  -8.46
200010  -3.30   0.06  -4.37  -0.47  -5.35  -0.32  -5.56   0.45  -5.04  -5.09
200011  -3.10   2.03  -5.10   1.18  -5.52   2.96  -5.38   2.67  -6.00 -12.53
200012   1.54   5.41   0.03   5.16  -0.58   5.76  -0.10   5.45   0.00   7.49
200101   0.71   2.46   0.46   2.84   1.40   3.02   1.07   4.13   0.80   9.14
200102  -8.41  -2.89 -10.00  -2.69 -11.86  -2.03 -10.75  -2.87 -12.88 -12.67
200103  -6.72  -6.54  -7.75  -6.35  -7.85  -7.40  -7.75  -6.45  -9.16 -12.52
200104   7.54   8.72   8.20   6.73   8.94   7.64   8.55   8.27   8.65  10.55
200105  -2.94  -2.53  -3.62  -0.67  -5.01  -0.85  -3.83  -2.16  -4.27  -4.43
200106  -4.61  -5.00  -5.01  -3.28  -5.71  -3.92  -5.35  -2.80  -6.15  -5.71
200107  -1.72  -0.68  -2.47  -0.05  -2.49  -0.91  -2.15   0.76  -2.43  -6.66
200108  -4.12  -1.45  -5.38  -1.36  -6.05  -0.04  -5.50   0.00  -5.91  -7.07
200109  -8.43 -11.08  -6.84 -13.94  -6.80 -14.91  -6.33 -10.96  -8.58 -15.92
200110   3.18   4.27   3.67   5.24   3.28   5.08   3.35   3.67   4.34  16.41
200111   4.05   6.47   4.55   6.55   4.55   5.98   4.73   3.76   6.83   6.75
200112   0.83   0.63  -0.20   2.27  -0.38   1.63  -0.17  -0.11   0.19  -4.16
200201  -4.52  -5.32  -4.23  -2.27  -6.39  -3.77  -6.02  -2.29  -5.81  -4.87
200202   1.64   0.40   1.95   2.58   0.31   2.27   0.71   2.19  -0.05   1.81
200203   5.19   6.30   4.78   7.50   5.11   7.38   4.37   5.37   5.48   6.78
200204  -0.08  -0.66  -0.70   2.09  -1.22   0.47  -0.96   1.98  -1.55  -3.66
200205   1.35   3.45  -0.46   2.15  -0.33   3.58  -0.84   4.01  -0.34   1.92
200206  -3.24  -5.25  -2.30  -3.61  -4.05  -4.75  -3.70  -1.99  -4.11  -8.71
200207  -8.60  -6.53  -9.43  -8.25  -8.65  -7.57  -8.83  -8.13  -9.30 -13.20
200208  -0.27   0.13  -0.87   0.15  -1.18  -0.70  -1.12   1.37  -0.77  -3.22
200209  -8.74 -11.95  -6.98  -8.44  -9.13 -11.50  -8.38  -9.10  -9.92 -15.30
200210   4.26   5.75   4.64   0.75   7.43   3.95   6.82  -0.18   8.82   8.48
200211   4.11   7.91   2.71   6.62   4.88   7.06   4.18   5.22   6.59   9.38
200212  -1.85  -2.20  -2.35  -0.42  -4.03  -2.27  -3.21   0.70  -3.63  -8.34
200301  -3.53  -1.78  -4.27  -0.67  -3.82   0.99  -4.01  -0.78  -5.22  -0.17
200302  -2.22  -1.34  -2.21  -3.12  -1.96  -5.41  -2.32  -3.21  -2.76   1.41
200303  -1.02  -1.88  -0.53  -2.59  -0.73  -2.26  -0.63  -0.95  -0.65  -4.27
200304   7.88  10.60   7.24  10.66   8.38  12.11   8.44   9.92   8.17  12.02
200305   6.35   8.03   6.41   8.17   5.90   8.68   6.29   7.90   6.64  10.10
200306   1.74   2.04   1.64   2.80   1.64   3.27   0.53   1.59   1.08   6.12
200307   1.01   2.71   0.02   3.44   0.69   3.19   0.44   1.34   1.24   3.64
200308   3.11   4.58   2.82   4.86   3.33   5.49   3.03   3.45   2.83   7.08
200309   3.34   4.61   3.80   3.47   3.78   2.46   4.17   4.15   3.39   7.26
200310   5.21   7.52   4.81   6.35   6.13   6.47   5.06   7.41   5.19   8.58
200311   2.54   2.49   2.87   1.40   2.18   0.70   2.55   2.56   2.46  -0.34
200312   7.85   7.94   7.31   6.94   7.37   7.03   6.30   7.09   6.86   7.76
200401   0.93   2.65   0.79   0.40   1.95   1.90   0.70   2.10   0.92   7.00
200402   2.64   2.93   2.00   3.92   2.12   3.67   2.27   3.73   1.92   4.18
200403   0.61   1.00   0.13   1.77   0.98   1.44   0.79   0.64   0.36   2.83
200404  -2.23  -1.00  -2.57  -2.02  -2.83  -2.42  -2.79  -2.40  -3.36  -5.61
200405   0.69   0.47   0.27   0.89   0.48   0.53   0.92   1.65   0.97  -0.17
200406   2.08   2.53   1.62   4.07   1.31   3.87   1.23   2.99   1.03   2.34
200407  -2.06  -1.05  -3.00  -1.20  -3.17  -1.55  -3.78  -0.71  -3.32  -6.94
200408  -0.10   1.23  -0.05  -0.44  -1.04  -0.06  -0.38   0.13  -0.14   0.33
200409   2.84   3.67   2.21   2.90   3.12   2.26   2.55   2.31   3.21   2.45
200410   3.24   3.44   3.13   3.67   2.61   4.00   2.71   4.12   3.15   4.79
200411   6.49   7.81   6.08   6.97   7.22   6.45   6.53   6.98   6.68   7.49
200412   3.95   4.56   4.15   4.50   3.42   4.59   4.19   3.79   3.53   5.33
200501  -1.37  -0.58  -2.13  -0.26  -1.46  -0.36  -2.13  -0.64  -1.75   1.47
200502   4.48   4.10   4.28   5.35   3.91   4.25   3.55   4.17   5.29   2.10
200503  -2.23  -2.00  -2.20  -1.96  -2.29  -2.10  -2.16  -1.95  -2.33  -2.96
200504  -2.62  -3.79  -1.56  -3.55  -2.36  -3.78  -1.32  -2.14  -3.44  -4.08
200505  -0.03   0.15  -0.41   0.49   0.22   0.14  -0.04  -0.19   0.08   1.20
200506   2.33   1.65   1.69   3.49   2.12   2.43   1.67   2.31   2.44   2.66
200507   3.44   4.22   2.30   3.16   3.78   3.28   2.73   2.93   4.00   3.10
200508   3.41   3.64   3.09   3.58   3.03   3.33   3.23   2.74   3.92   6.02
200509   3.52   2.82   3.21   3.40   2.82   3.33   3.52   3.11   2.85   2.77
200510  -3.42  -2.60  -3.34  -4.23  -2.97  -4.01  -2.81  -3.07  -3.78   0.76
200511   1.55   1.44   1.50   1.53   2.86   1.63   1.97   0.71   1.97   2.49
200512   4.80   4.51   4.97   4.15   5.83   5.10   5.77   4.00   5.71   6.80
200601   6.61   6.63   6.35   6.89   6.37   6.40   5.99   5.34   8.42   4.30
200602  -1.17   0.66  -1.93  -1.03  -1.05  -1.21  -1.39  -1.06  -1.88  -2.06
200603   3.56   4.23   4.20   3.74   3.56   3.44   3.79   2.44   5.13   5.79
200604   5.35   5.28   4.92   6.53   4.58   5.74   4.41   5.45   4.85   2.90
200605  -3.96  -3.27  -3.84  -3.78  -5.17  -4.09  -4.67  -2.25  -5.29  -6.14
200606   0.02  -0.93   0.82  -0.64   0.68  -0.68   0.55  -0.34   0.40  -3.02
200607   1.24   2.21   0.48   2.09   0.30   1.77   0.00   1.92  -0.43  -3.12
200608   2.48   2.35   2.66   1.64   3.57   1.77   3.44   2.74   2.49   6.70
200609  -0.14   1.82  -1.01   0.69  -0.03   0.88  -0.36   1.11  -0.38   0.51
200610   4.41   7.02   3.95   5.50   3.47   5.58   3.10   5.14   4.21   5.48
200611   3.46   3.64   3.44   3.20   3.11   3.57   3.58   3.33   3.05   5.05
200612   2.97   3.94   2.17   3.83   2.61   3.54   2.37   3.02   2.35   1.10
200701   0.66   1.97   0.37   0.59   0.68   1.01   0.33   0.46   0.25   2.14
200702   1.22   1.02   1.36   1.82   1.49   1.96   0.84   1.48   1.37   0.47
200703   3.53   3.31   2.98   3.53   3.98   3.77   3.32   3.34   4.36   1.19
200704   4.07   3.85   4.23   3.89   4.50   4.23   3.87   4.23   4.08   3.88
200705   2.66   3.40   1.51   3.96   1.16   3.41   1.08   2.53   3.33  -0.36
200706   1.23   1.65   1.17   2.10   0.52   2.30  -0.57   1.09   1.80   0.17
200707  -1.29  -1.99  -0.40  -1.26  -0.43  -1.44  -0.46  -2.13  -0.29   0.24
200708  -0.94  -1.37  -0.35  -1.40  -0.61  -1.15  -0.30  -0.74  -2.18  -5.64
200709   6.36   4.82   6.80   6.84   5.44   7.24   6.02   5.41   7.74   6.83
