
     Value-Weight Dollar Returns      All 4 Data Items Not Reqd
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
200208  -0.29  -0.71  -1.10   0.31  -1.10  -0.96  -1.07   0.31  -1.45  -1.41
200209 -10.51 -11.23  -8.34 -10.64  -9.86 -11.44  -8.89 -11.18 -10.85 -14.73
200210   5.37   4.59   5.08   2.61   7.44   3.99   7.34   3.79   8.26   7.17
200211   4.65   7.02   2.94   5.71   5.01   7.01   4.47   4.78   5.80  10.82
200212  -6.56  -6.22  -6.44  -5.06  -7.95  -5.57  -7.09  -5.40  -7.35  -9.53
200301  -4.81  -1.80  -5.32  -4.15  -5.62  -1.42  -4.73  -3.50  -5.90  -0.76
200302  -1.69  -2.26  -1.82  -2.34  -1.46  -5.71  -1.93  -3.85  -2.03  -1.37
200303  -2.31  -3.37  -1.31  -4.12  -1.59  -3.29  -1.39  -3.47  -2.32  -3.12
200304   8.12  10.57   6.84  11.93   7.38  10.81   7.47  13.07   7.75   9.44
200305   3.24   7.53   3.11   3.38   2.56   5.52   3.28   4.71   3.62   6.94
200306   3.27   3.85   2.32   4.24   2.55   4.83   1.38   2.35   2.53   6.11
200307   4.32   6.59   2.49   5.98   2.74   5.08   2.71   6.83   4.09   7.10
200308   3.25   5.28   3.14   3.12   4.01   5.74   3.90   2.14   3.00   5.49
200309  -1.61   2.11  -1.34  -1.78  -1.19  -2.68  -1.45  -1.08  -1.76   0.37
200310   5.25   7.57   3.71   6.19   5.33   5.41   3.73   7.57   4.38   8.40
200311   0.27   0.32   0.46  -0.10  -0.18  -0.89   0.73  -0.30   0.27  -0.58
200312   3.58   4.15   3.29   3.14   3.47   3.28   2.45   3.76   3.05   2.45
200401   1.91   3.48   1.80   1.16   1.91   2.40   1.97   3.01   1.44   7.49
200402   2.63   3.61   2.35   3.84   2.66   3.73   2.05   3.12   1.92   3.51
200403   0.00   0.22  -0.44   0.56  -0.12   0.66  -0.51  -0.05  -0.36   1.43
200404   1.03   1.77   0.82   1.59   0.51   1.33   0.69   0.63   0.38  -0.67
200405  -1.48  -1.62  -1.63  -1.58  -1.33  -1.38  -1.26  -0.53  -1.45  -3.65
200406   2.50   3.48   2.19   3.14   1.86   4.31   1.63   3.19   1.69   3.30
200407  -2.09  -1.83  -2.68  -0.97  -2.60  -1.05  -3.37  -0.53  -2.76  -6.66
200408  -0.35   0.29  -0.54  -0.22  -1.37  -1.08  -0.93  -0.01  -0.60  -2.24
200409   1.48   1.84   0.87   1.69   1.59   0.88   1.12   1.29   1.55   1.21
200410   1.07   1.06   0.66   0.83   0.16   1.67   0.12   1.63   0.82   3.08
200411   2.54   3.78   2.13   1.68   3.24   2.35   2.22   2.45   3.60   4.80
200412   3.50   4.20   3.06   4.82   2.66   3.46   3.60   3.73   2.87   4.36
200501   1.11   1.82   0.84   1.19   1.16   2.55   0.59   1.73   0.59   4.03
200502   2.97   2.91   2.70   3.48   2.90   3.18   2.56   2.81   3.76   0.91
200503  -0.38   0.27  -0.52  -0.49  -0.15  -0.31  -0.30  -0.38  -0.24  -1.29
200504  -2.91  -3.88  -1.95  -3.47  -2.21  -4.00  -1.57  -2.50  -3.73  -5.34
200505   3.67   3.81   3.66   3.53   4.08   4.09   3.93   3.46   4.05   4.75
200506   3.52   2.92   3.44   4.54   3.01   3.92   3.26   3.92   3.48   3.39
200507   4.08   4.92   3.15   4.13   4.45   3.98   3.45   4.07   4.68   3.92
200508   1.27   1.47   1.67   0.99   1.09   1.45   1.20  -0.06   2.40   3.82
200509   5.82   5.28   5.43   6.12   4.81   5.38   5.55   5.45   5.48   5.99
200510  -1.95  -0.65  -2.43  -2.42  -1.90  -3.27  -2.06  -1.85  -2.35   1.03
200511   4.25   3.24   4.08   4.83   4.64   3.69   4.13   3.99   3.78   6.13
200512   4.68   4.00   5.17   3.95   5.25   4.75   5.31   3.81   5.78   6.06
200601   3.81   2.91   3.51   4.25   4.19   3.84   3.29   3.18   5.00   4.80
200602   0.75   2.56  -0.46   0.65  -0.05  -0.52  -0.31   1.64  -0.40  -0.94
200603   3.57   3.79   4.34   2.86   4.08   3.99   4.30   2.38   5.02   5.86
200604   0.45   0.39   0.32   1.36   0.08   1.27  -0.19   0.88   0.09   0.13
200605  -5.79  -5.59  -5.53  -5.52  -6.63  -5.45  -6.17  -4.83  -6.67  -7.64
200606   0.87   0.09   1.51   0.28   1.63   0.29   1.39   0.57   1.41  -1.23
200607   0.86   1.28   0.20   1.59   0.15   1.34  -0.24   1.50  -0.15  -1.63
200608   2.63   2.70   2.57   2.47   3.22   1.59   3.23   2.96   2.50   4.32
200609   1.36   2.70   0.66   1.91   1.07   2.04   0.92   2.06   0.47   0.89
200610   2.96   4.02   2.74   3.43   2.52   4.34   1.99   3.47   2.75   2.35
200611   0.41   0.83   0.38   0.24   0.55   0.72   1.15   0.49   0.58   3.37
200612   4.20   5.01   3.29   5.09   3.64   4.58   3.44   4.95   3.09   3.53
200701   1.76   2.61   1.52   1.77   1.85   1.85   1.35   1.77   1.30   1.56
200702  -0.33  -0.45   0.03  -0.54   0.03   0.56  -0.64  -0.25   0.11  -0.03
200703   2.07   1.39   2.18   1.58   2.94   3.13   2.63   1.92   3.01   1.68
200704   2.82   2.58   2.61   2.74   3.03   2.58   2.57   3.00   2.38   2.37
200705   3.33   3.73   3.03   4.44   2.33   4.63   2.31   2.78   4.62   2.07
200706  -0.23  -0.16   0.50   0.01  -0.36   1.86  -1.24  -0.78   1.10  -1.04
200707  -2.99  -3.87  -2.04  -2.96  -1.96  -2.91  -1.97  -3.50  -1.84  -2.02
200708  -1.39  -1.56  -0.56  -2.68  -0.68  -1.09  -0.41  -1.09  -2.29  -4.24
200709   2.05   1.05   2.76   2.57   1.87   3.45   2.65   1.58   3.55   3.16
200710   2.80   2.42   2.81   2.23   3.87   3.22   3.05   2.23   3.52   6.38
200711  -4.23  -6.40  -2.98  -5.32  -5.54  -4.83  -4.24  -4.43  -4.40  -7.91
200712  -1.08  -0.51  -1.21  -0.94  -1.21  -0.45  -0.76  -1.02  -1.42  -2.72
200801 -10.51  -9.86 -11.54 -10.51 -10.37 -10.34 -10.64  -9.61 -10.38 -11.57
200802   0.24  -1.49   1.28  -0.16   1.24  -0.16   0.79  -0.68   2.87   2.78
200803  -3.46  -2.47  -4.44  -3.25  -3.82  -3.07  -3.52  -2.30  -3.59  -4.53
200804   6.36   5.44   6.79   8.06   4.88   6.94   5.22   5.93   6.34   5.23
200805   2.27   0.13   3.39   1.27   2.79   1.24   2.78   0.73   3.08   4.14
200806  -8.08  -9.76  -6.93  -9.86  -6.88  -8.84  -6.98  -8.74  -6.71  -7.47
200807  -2.82  -1.29  -3.60  -3.12  -2.28  -2.65  -2.76  -0.73  -4.59  -6.00
200808   0.46   1.18   0.24   0.61  -0.27   1.25  -0.42   1.81  -0.20  -1.29
200809 -12.25 -10.77 -14.61 -12.98 -13.52 -11.11 -13.09 -10.72 -14.38 -17.13
200810 -15.73 -18.54 -16.63 -17.51 -16.52 -14.48 -18.33 -15.98 -15.75 -23.05
200811  -4.63  -4.24  -2.80  -5.30  -3.66  -5.55  -2.84  -5.42  -4.98  -4.53
200812   1.14   0.92   1.98   0.52   1.74  -0.52   3.09   0.18   0.94   2.66
200901  -5.20  -6.70  -4.50  -6.40  -3.69  -6.59  -4.05  -7.37  -4.33  -0.47
200902  -7.10  -9.25  -7.28  -8.76  -6.65  -6.99  -6.01  -8.25  -6.98  -6.19
200903   3.83   6.89   2.46   7.53   0.87   6.47   1.64   5.98   2.92   4.88
200904  11.06  21.31   5.46  20.26   4.74  17.99   5.00  19.53   7.02  13.53
200905   6.70   8.66   5.25   9.52   4.43   8.38   5.66   8.28   6.49   8.93
200906   0.31   0.79   0.94  -0.41   1.01  -0.27   0.31   0.48   0.06   1.62
200907   6.74   9.08   4.58   9.23   4.23   9.02   4.38   9.64   5.28   2.94
200908   3.93   7.37   1.58   6.38   1.40   5.91   2.28   6.71   1.77   4.94
200909   2.69   2.98   2.59   3.09   2.49   3.05   2.64   2.65   3.06   2.59
200910  -2.29  -3.70  -2.25  -3.01  -2.60  -2.33  -1.90  -3.02  -2.29  -3.64
200911   0.21  -0.87   0.62  -0.40   0.41  -0.04   0.93  -0.37   1.50  -2.35
200912   5.19   5.36   5.13   5.54   3.98   5.77   4.31   5.52   4.05   4.38
201001  -2.86  -2.27  -2.88  -2.65  -2.57  -2.78  -2.07  -2.14  -3.22  -1.73
201002   0.60   0.74   1.10   0.44   0.68   0.37   0.79   1.09   0.71  -0.51
201003   7.12   8.14   6.55   7.18   6.82   7.59   6.67   5.94   8.16   9.22
201004  -0.08   0.53  -0.63   0.44  -0.20  -0.10   0.36   0.20  -0.87   1.96
201005  -6.78  -7.29  -6.04  -7.16  -6.23  -6.74  -5.90  -6.42  -6.25  -9.27
201006  -2.32  -2.41  -1.68  -3.51  -1.68  -2.61  -0.73  -2.09  -1.92  -4.41
201007   4.35   5.62   3.56   4.72   3.65   4.91   3.26   4.16   4.74   6.29
201008  -2.09  -2.90  -1.29  -2.10  -1.71  -1.85  -1.80  -0.99  -1.88  -3.14
201009   5.37   5.51   5.66   5.01   5.52   5.54   5.54   3.92   5.81   7.86
201010   1.81   1.80   1.91   2.08   1.92   2.08   1.39   2.13   1.41   2.58
201011  -0.27  -1.54   1.06  -0.52   0.65  -0.11   0.32  -0.99   0.35   0.39
201012   5.07   5.97   4.27   6.06   4.20   5.43   4.96   4.61   5.40   6.60
201101   1.37   3.99  -0.50   3.05  -0.32   3.00  -0.18   2.45  -0.21   2.04
201102   2.18   2.24   2.16   2.18   1.96   1.83   1.66   2.15   2.03   2.79
201103  -2.01  -3.29  -0.77  -2.31  -1.62  -2.86  -1.24  -2.01  -1.28  -2.89
201104   1.61   0.77   2.31   1.26   2.38   1.21   2.29   1.28   1.88   1.29
201105  -1.06  -2.04  -0.28  -0.94  -1.55  -1.13  -1.01  -0.71  -1.16  -2.47
201106  -1.59  -1.81  -1.58  -1.71  -1.53  -1.58  -1.76  -1.33  -1.16  -3.34
201107  -2.82  -4.24  -1.37  -3.25  -1.94  -2.96  -1.86  -2.66  -2.18  -3.30
201108  -7.89  -9.60  -5.95  -7.22  -8.51  -7.81  -7.45  -5.74  -9.10 -10.76
201109  -5.21  -4.90  -6.00  -3.12  -7.52  -3.47  -7.45  -2.10  -8.17  -9.08
201110   5.66   5.16   5.89   4.17   7.73   5.05   6.83   3.92   7.90   5.49
201111  -2.68  -3.93  -1.59  -2.78  -2.67  -2.58  -3.01  -2.04  -2.51  -5.12
201112   0.17   0.24  -0.81   1.19  -1.66   0.87  -1.75   1.63  -1.80  -1.35
201201   4.54   7.32   3.05   7.48   3.58   5.79   3.97   3.43   5.71   9.00
201202   5.52   6.45   5.28   5.46   5.21   4.74   5.63   4.95   5.02   5.97
201203   0.27  -0.65   1.17  -0.34   1.04  -0.95   1.00   0.98   0.06  -0.11
201204  -2.21  -4.51  -0.68  -3.15  -0.96  -3.44  -1.08  -2.67  -0.94  -4.04
201205  -7.40  -9.44  -6.21  -9.11  -6.10  -8.55  -6.07  -6.92  -7.51 -11.38
201206   4.23   5.49   3.32   4.93   3.66   4.67   3.52   6.01   3.05   2.90
201207   1.12  -0.16   1.54   0.54   1.51   0.17   1.91   0.68   1.53  -0.85
201208   1.78   2.35   1.59   1.97   1.65   1.73   1.64   2.07   2.11   1.91
201209   2.16   3.48   1.54   3.45   2.17   2.47   2.47   2.08   1.98   4.32
201210   1.13   1.93   0.63   2.27   0.36   1.66   0.47   0.95   1.01   1.78
201211   2.38   2.48   2.75   2.93   2.29   2.18   2.41   1.78   2.61   1.40
201212   3.32   5.06   2.17   4.49   2.11   4.41   1.75   3.18   2.80   5.30
201301   5.71   6.75   5.07   6.28   4.87   5.84   4.89   5.94   4.54   8.59
201302   1.91  -0.03   3.14   0.43   3.28   0.15   2.68   1.46   2.79  -0.08
201303   1.67  -0.11   3.39   0.60   3.10   0.36   3.53   2.25   1.83  -0.25
201304   3.70   4.32   3.31   4.24   3.07   3.72   2.97   4.86   2.54   5.49
201305   0.85   1.88   0.68   1.08   0.74   1.65   0.38  -0.07   1.76   5.16
201306  -3.59  -4.58  -3.19  -3.84  -3.30  -3.97  -3.15  -2.59  -4.13  -6.76
201307   4.02   5.16   3.17   4.92   3.57   5.04   3.41   3.64   4.37   5.17
201308  -0.77  -0.40  -0.68  -0.68  -0.50  -0.14  -0.89  -0.76  -0.77   1.25
201309   4.80   5.18   4.61   4.82   4.51   5.12   4.44   5.25   4.28   7.77
201310   3.28   3.84   2.30   3.60   2.60   3.36   2.33   3.80   2.58   2.28
201311   1.57   1.30   1.60   1.39   1.56   1.38   1.31   1.52   1.42   1.61
201312   1.60   1.75   1.88   1.63   2.23   1.93   1.82   1.51   1.94   2.10
201401  -2.26  -1.08  -2.76  -2.44  -2.14  -2.03  -1.91  -2.15  -3.29   1.68
201402   3.66   3.58   3.78   3.47   3.07   3.65   3.11   4.09   3.46   3.72
201403  -0.05  -0.09  -0.71   0.73  -1.12   0.49  -1.45   0.35  -0.49  -2.69
201404   0.43   1.00  -0.86   1.65  -0.22   1.57  -0.87   1.41  -0.19  -2.27
201405   2.19   1.72   2.57   2.09   2.10   2.05   2.04   2.65   1.91   2.28
201406   0.65   0.42   0.58   0.99   0.63   1.10   0.71   1.16   1.03   0.62
201407  -0.11  -0.01  -0.45   0.09  -0.15  -0.33   0.41  -0.15  -0.41  -0.93
201408   1.01   1.01   1.08   1.01   1.18   0.53   1.37   1.12   1.31   0.95
201409  -0.42  -1.07   0.05  -1.13  -0.68  -1.33  -0.41  -0.49  -0.90  -1.05
201410  -0.47  -1.57   0.84  -0.82  -0.04  -1.32   0.23  -0.20  -0.10  -2.68
201411   2.95   2.51   3.45   1.92   3.14   2.09   3.75   2.47   3.62   2.80
201412  -0.91  -1.03  -0.76  -1.40  -0.41  -0.98  -0.38  -1.23  -0.34  -1.46
201501   2.99   1.50   4.45   1.58   3.61   2.62   3.99   2.74   3.57   1.94
201502   5.90   7.31   5.07   6.63   5.70   5.99   5.67   5.52   5.94   6.61
201503   1.35   0.62   2.27   0.85   2.11   0.64   2.23   0.70   1.40   1.06
201504   1.60   3.34   0.86   2.11   0.97   2.77   0.52   1.93   1.40   3.10
201505   1.74   1.76   2.16   1.29   1.52   1.13   2.50   0.48   2.80   4.01
201506  -3.79  -3.88  -3.87  -3.97  -3.86  -3.89  -3.56  -3.85  -3.54  -3.57
201507   2.75   1.05   4.01   1.55   3.74   1.48   3.95   2.60   3.63   1.59
201508  -6.85  -6.99  -6.73  -7.11  -6.49  -7.09  -6.60  -6.77  -6.60  -6.39
201509  -4.29  -6.00  -3.40  -5.09  -3.34  -5.54  -3.12  -4.76  -3.01  -5.25
201510   7.09   7.19   7.28   7.68   6.12   8.21   6.23   7.41   7.90   3.77
201511   1.28   0.39   2.35   0.89   1.21   0.71   1.90   0.93   1.89   0.07
201512  -2.29  -2.49  -1.93  -2.90  -2.10  -3.07  -1.62  -2.62  -1.88  -1.18
201601  -5.64  -8.04  -4.22  -7.03  -5.40  -6.59  -4.61  -5.20  -5.37  -9.57
201602  -2.86  -2.79  -2.22  -3.77  -2.08  -2.99  -2.19  -2.91  -1.37  -3.53
201603   3.72   4.34   2.95   4.37   2.49   4.28   3.15   4.37   3.27   4.80
201604   1.18   3.91  -0.43   2.14   0.33   2.63  -0.30   2.15   0.44   1.94
201605   2.05   0.14   3.21   1.05   3.30   0.72   3.43   0.98   3.06   1.20
201606  -3.89  -5.35  -2.51  -5.58  -4.03  -4.33  -2.83  -3.79  -3.58  -7.04
201607   4.63   5.22   3.67   5.78   4.98   5.03   4.34   4.32   4.91   4.35
201608   0.69   2.22  -0.98   3.08  -0.06   2.46  -0.50   2.23  -0.18   1.56
201609   0.76   0.47   1.22   0.14   1.11   0.67   1.00   0.56   1.24   1.22
201610   1.08   4.23  -0.97   3.56  -0.35   3.18  -1.28   2.83  -0.75   1.05
201611   1.27   3.17  -0.18   2.81   0.08   2.31  -0.48   2.48   0.12   1.97
201612   3.93   4.63   2.81   4.93   2.88   4.92   2.67   4.50   2.85   3.04
201701   0.58   0.81   0.39   0.20   0.77   0.17   0.68  -0.69   1.73   2.16
201702   2.00   1.06   2.53   1.56   2.25   1.45   2.52   1.56   1.95   1.56
201703   2.34   1.97   3.09   2.34   2.86   2.18   2.61   2.11   2.35   2.26
201704   1.75   1.15   2.19   1.92   2.21   1.43   2.33   0.86   2.60  -0.09
201705   2.14   0.78   3.49   1.51   3.14   2.01   3.11   2.00   2.84   1.64
201706  -0.61   0.57  -1.60   0.61  -1.34  -0.14  -1.12  -0.24  -1.01  -0.30
201707   0.75   1.87  -0.37   1.51   0.68   1.42   0.50   1.09   0.52   1.94
201708   0.24  -0.07   0.59  -0.07   0.63   0.02   0.49  -0.36   0.99   0.59
201709   2.77   3.45   2.35   3.36   2.96   3.17   2.24   3.26   1.90   2.05
201710   3.01   2.57   3.03   2.52   3.83   2.85   3.37   2.16   4.03   3.04
201711  -0.34  -0.43  -0.26  -0.60   0.01  -0.77   0.06  -0.07  -0.03  -2.12
201712   1.20   2.06   0.82   1.28   0.98   1.15   1.27   0.96   1.39   2.49
201801   1.33   1.77   1.48   1.61   1.67   0.97   1.79   0.71   1.76   3.44
201802  -3.04  -3.26  -2.81  -2.63  -2.38  -2.95  -2.28  -3.06  -2.64  -1.75
201803  -1.62  -2.35  -0.85  -2.14  -0.96  -1.77  -0.70  -1.93  -1.07  -3.55
201804   3.92   4.89   2.62   3.95   4.00   5.06   3.47   4.31   3.38   1.73
201805  -0.02  -2.21   2.35  -2.43   2.61  -1.27   2.56  -1.92   2.30   1.26
201806  -0.50  -1.29  -0.12  -0.98  -0.13  -0.78  -0.23  -0.25  -0.35  -1.50
201807   2.03   2.58   1.99   2.97   0.68   2.68   1.15   3.09   1.20   0.59
201808  -1.29  -2.44   0.70  -1.67  -0.12  -2.11   0.53  -2.31  -0.02  -1.32
201809   1.06   1.98  -0.41   1.34  -0.35   2.10  -0.36   1.66   0.17  -0.64
201810  -6.87  -6.04  -8.04  -5.75  -8.12  -5.85  -8.42  -4.76  -8.50  -9.53
201811   0.06  -0.74   0.77   0.04   0.05  -0.18   0.53   0.42  -0.57  -0.60
201812  -6.01  -6.15  -6.40  -6.23  -6.33  -5.30  -6.21  -5.68  -5.95  -8.21
201901   5.80   6.54   5.47   7.17   5.07   6.62   4.66   5.77   5.52   6.34
201902   3.37   2.49   4.48   2.81   4.49   2.52   4.76   2.70   4.04   3.31
201903   1.24  -0.24   2.71  -0.29   2.76   0.05   2.95   0.08   2.05   0.32
201904   3.37   3.69   3.69   4.06   3.22   3.74   3.54   3.75   3.66   3.34
201905  -4.46  -6.08  -2.68  -6.43  -2.84  -6.32  -2.73  -5.17  -3.69  -3.99
201906   3.73   3.17   4.07   3.69   3.76   3.91   3.93   3.51   3.79   1.71
201907   0.59  -0.40   1.38  -0.18   1.31  -0.31   1.44  -0.07   0.99   2.28
201908  -2.31  -4.25  -1.09  -3.45  -0.98  -3.28  -0.73  -3.00  -2.03  -2.74
201909   3.16   5.41   1.21   5.10   1.53   4.43   1.53   5.14   1.78  -0.29
201910   1.75   1.90   2.30   2.66   1.93   2.01   1.84   2.07   2.05   0.78
201911   2.39   1.92   3.15   2.26   2.94   2.37   2.93   1.60   3.41   3.19
201912   1.56   2.20   1.18   2.12   1.38   1.82   1.16   1.68   1.33   2.29
202001  -1.23  -3.67   0.13  -3.03  -0.20  -3.51  -0.44  -2.31  -0.43  -0.98
202002  -7.86  -8.50  -7.58  -8.13  -7.48  -8.13  -7.19  -8.57  -7.06  -6.53
202003 -13.16 -19.87  -7.76 -17.24 -10.20 -17.69  -9.17 -17.84 -10.48 -14.56
202004   6.72   5.45   8.55   4.77   8.27   5.33   8.21   4.77   8.32  14.58
202005   4.40   2.59   6.65   2.63   6.77   2.75   7.04   2.29   6.18  10.66
202006   2.42   2.64   2.19   2.96   1.81   2.95   1.81   2.59   2.33   4.67
202007  -0.94  -3.43   0.58  -3.35   0.67  -2.56   0.79  -2.86   1.06   2.27
202008   4.46   5.80   3.85   5.75   4.51   5.35   4.31   5.14   4.48   5.14
202009  -0.62  -3.14   1.19  -2.68   0.70  -2.61   0.91  -3.07   0.95   1.41
202010  -3.23  -2.56  -3.70  -2.58  -4.00  -2.22  -3.97  -2.72  -3.04  -1.58
202011  12.38  16.92   9.93  16.54  10.27  16.15   9.82  15.72  10.84  10.67
202012   2.84   2.69   2.35   3.38   2.89   3.63   2.50   2.78   3.18   3.97
202101  -0.12   0.32  -0.14  -0.55  -0.43   0.18  -0.32   0.20  -0.90   2.79
202102   3.02   7.75   0.87   6.86   0.40   6.76  -0.12   5.93   1.93   1.47
202103   5.03   7.00   2.19   7.66   3.33   7.48   2.94   6.41   3.70  -0.65
202104   1.72   0.35   3.01   0.66   3.26   0.29   3.09   0.59   3.31   3.11
202105   2.10   3.20   1.23   3.85   1.89   3.47   1.19   2.83   1.84  -2.52
202106   1.36  -0.39   3.13  -0.11   2.39   0.20   2.50   0.28   1.68   3.73
202107   0.47  -0.54   1.62  -0.08   1.60  -0.62   1.85   0.00   1.50  -1.30
202108   2.20   2.11   3.34   1.21   3.57   1.41   3.88   1.42   2.84   4.62
202109  -1.46   1.15  -3.10   0.47  -2.42   1.10  -3.08   0.35  -2.36  -3.49
202110   2.38   2.26   2.85   2.70   2.99   2.24   2.82   1.86   3.51   0.15
202111  -2.37  -4.29  -0.73  -3.78  -0.97  -3.48  -1.38  -2.91  -1.48  -2.26
202112   3.68   5.05   1.06   4.93   3.09   4.65   2.37   4.91   2.82  -2.77
202201  -4.14   2.03 -11.60   1.92 -10.99   1.83 -11.23   2.90  -9.26 -13.53
202202  -2.22  -1.68  -3.42  -2.44  -3.54  -1.25  -3.25  -1.67  -2.90  -4.14
202203   2.21   1.95   2.24   2.12   2.65   2.12   2.54   2.17   2.83   1.84
202204  -1.93  -0.98  -4.73  -0.92  -4.41  -0.03  -4.43   0.60  -4.13  -6.46
202205  -0.28   1.74  -2.23   1.33  -1.82   1.74  -1.88   1.92  -1.44  -2.06
202206  -6.47  -7.41  -6.52  -6.02  -6.79  -6.58  -6.48  -6.53  -6.54  -9.84
202207   5.58   3.06   9.73   1.70   9.26   2.19   9.41   2.43   9.22   7.16
202208  -2.20  -0.33  -3.86  -1.68  -3.21  -1.12  -3.29  -1.12  -3.57  -1.16
202209  -6.43  -6.12  -7.56  -6.02  -7.88  -6.34  -7.28  -5.78  -7.96  -9.51
202210   4.72   5.68   3.96   4.59   4.19   5.07   4.47   5.50   3.92   4.77
202211   6.16   5.92   7.22   6.22   7.29   5.73   6.70   5.59   7.36   5.62
202212  -2.89  -0.99  -4.55  -0.65  -4.87  -0.95  -4.25  -1.06  -4.01  -5.59
202301   6.22   7.76   6.04   7.64   5.96   6.51   5.95   5.89   6.08   8.68
202302   0.35   2.04  -0.62   1.20  -0.34   1.43  -0.27   1.19   0.19  -0.32
202303   0.38  -4.24   3.40  -2.17   2.83  -1.31   3.03  -1.43   2.11  -0.81
202304   2.14   2.91   1.58   1.72   1.96   2.06   2.00   2.64   1.33   0.06
202305  -1.87  -1.95  -0.63  -1.98  -1.07  -3.13  -0.57  -2.81  -0.90  -0.67
202306   3.52   4.58   2.21   5.51   2.01   5.11   2.01   4.16   2.26   4.13
202307   1.89   3.69   0.97   3.65   0.41   3.21   0.15   3.03   0.96   2.88
202308  -1.89  -1.03  -2.60  -1.68  -2.85  -0.68  -2.69  -1.14  -2.31  -5.23
202309  -1.59   0.60  -4.26   0.43  -3.82   0.92  -3.86   0.60  -3.99  -4.37
202310  -3.54  -4.25  -3.66  -4.26  -3.77  -3.61  -3.40  -3.45  -3.61  -8.12
202311   5.61   5.07   6.40   5.99   6.16   4.72   6.89   4.74   6.78   8.35
202312   3.07   3.21   3.35   3.34   3.81   2.62   3.42   3.03   3.79   3.85
202401   1.81   1.31   1.85   1.51   1.59   1.56   1.85   1.81   2.28  -1.83
202402   2.98   1.33   4.70   1.52   5.01   0.85   5.51   0.68   3.98   4.29
202403   3.85   6.15   1.99   5.26   2.92   5.12   2.43   5.13   3.10   2.40
202404  -1.09   0.54  -2.66   0.84  -2.43   0.97  -2.89   0.61  -2.58  -3.16
202405   2.51   3.96   2.17   2.60   2.98   2.38   2.68   3.02   2.73   4.12
202406  -1.01  -2.97   0.57  -2.42   0.53  -2.85   0.80  -1.95   0.16  -1.25
202407   1.30   2.69   0.21   1.91   0.91   1.81   0.15   3.03   1.01   0.01
202408   0.33  -1.19   1.21  -1.32   1.38  -0.93   1.25  -0.32   1.26  -0.03
202409   0.57   0.97   0.53   1.07   0.18   0.72   0.48   0.68   0.66   1.09
202410  -1.46  -0.25  -2.65  -0.54  -1.75  -0.82  -2.30  -0.56  -2.00  -1.04
202411   0.93   0.96   1.05   0.61   0.73   0.19   0.69   0.45   0.82   2.47
202412   0.49   0.87   0.15   1.02   0.12   0.99   0.01   0.54   0.09  -0.06
202501   4.21   4.17   5.34   3.81   5.46   3.60   5.18   3.60   4.86   4.77
202502   0.41   2.64  -1.52   2.67  -2.00   2.46  -1.86   2.92  -1.11  -0.78
202503  -2.39  -0.24  -5.08  -0.40  -4.67  -0.52  -5.18   0.70  -4.17  -4.67
202504   0.29  -1.18   1.48  -1.25   1.83  -1.44   1.79  -0.28   1.32   0.69
202505   4.85   5.33   5.28   5.14   4.99   4.92   5.30   4.33   5.51   7.37
202506   1.03   1.73   1.02   0.62   1.58   0.59   1.52   0.70   1.28   4.43
202507   1.75   4.32   0.16   4.19   0.51   3.99  -0.19   3.21   0.72   2.95
202508   2.37   3.63   0.65   3.54   0.44   3.50   0.26   3.31   0.19   3.33
202509   1.96   2.30   1.77   1.88   0.97   1.74   1.08   1.45   1.83   3.72
202510   2.89   1.65   3.42   2.28   4.13   2.37   3.69   1.47   3.41   5.44
202511   0.94   3.86  -0.93   3.45  -2.67   3.75  -2.06   3.79  -1.86  -2.68
202512   1.82   3.69  -0.06   3.72  -0.06   3.09  -0.12   3.03   0.91   0.49

     Value-Weight Dollar Returns      All 4 Data Items Required
                -- BE/ME --   --- E/P ---   --- CE/P --   ------  Yld  -----
          Mkt   High    Low   High    Low   High    Low   High    Low   Zero
197501  17.39  16.03  17.63  17.12  17.46  16.48  18.42  15.00  18.24   6.73
197502  13.59  15.63  12.56  15.92  11.77  15.20  12.67  14.53  12.74   6.28
197503  -0.78  -1.07   0.17  -0.42  -1.66  -1.34  -0.36  -1.46   0.11   1.70
